Presynaptic Neuron Type,Postsynaptic Neuron Type,gsyn_max,tau_d,tau_r,tau_f,Uinc
 CA3 Spiny Lucidum,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Spiny Lucidum,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Spiny Lucidum,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Mossy,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG HICAP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Hilus-Associated Interneuron,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG HIPP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Recurrent HIPP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Recurrent HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG HIPROM,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Bilayer Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Spiny Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Mossy MOLDEN,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG HICAP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Hilus-Associated Interneuron,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG HIPP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Recurrent HIPP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Recurrent HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG HIPROM,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Bilayer Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Spiny Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Mossy Fiber-Associated ORDEN,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Interneuron Specific Oriens,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA3 O-LM,CA3 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Bilayer Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Spiny Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Interneuron Specific Oriens,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA3 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Oriens,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Perforant Path-Associated Projecting,DG Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG HICAP,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Hilus-Associated Interneuron,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Recurrent HIPP,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Recurrent HIPP-CAP,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG HIPROM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Bilayer Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Spiny Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Interneuron Specific Oriens,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA3 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Interneuron Specific Quad,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 QuadD-LM,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Radiatum,CA3 R-LM,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 R-LM,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Recurrent O-LM,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Interneuron Specific Oriens,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Interneuron Specific Quad,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 QuadD-LM,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 SO-SO,1.58,6.12,556.15,28.22,0.2
 CA3 SO-SO,CA3 Trilaminar,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3c Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Horizontal Axo-axonic,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Horizontal Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Mossy Fiber-Associated Basket CCK+,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Bistratified,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Bilayer Ivy,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Lucidum LAX,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Lucidum ORAX,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Lucidum-Radiatum,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Spiny Lucidum,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Mossy Fiber-Associated,1.58,6.12,556.15,28.22,0.2
 CA3 Trilaminar,CA3 Mossy Fiber-Associated ORDEN,1.58,6.12,556.15,28.22,0.2
